"Step","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - val-core/GSM8K/reward/mean@1","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - val-core/GSM8K/reward/mean@1__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - val-core/GSM8K/reward/mean@1__MAX","Qwen2.5-0.5B-Instruct-GSM8K-GRPO-n32-01131200 - val-core/GSM8K/reward/mean@1","Qwen2.5-0.5B-Instruct-GSM8K-GRPO-n32-01131200 - val-core/GSM8K/reward/mean@1__MIN","Qwen2.5-0.5B-Instruct-GSM8K-GRPO-n32-01131200 - val-core/GSM8K/reward/mean@1__MAX","Qwen2.5-0.5B-Instruct-GSM8K-GRPO-n64 - val-core/GSM8K/reward/mean@1","Qwen2.5-0.5B-Instruct-GSM8K-GRPO-n64 - val-core/GSM8K/reward/mean@1__MIN","Qwen2.5-0.5B-Instruct-GSM8K-GRPO-n64 - val-core/GSM8K/reward/mean@1__MAX","qwen2.5-0.5b-instruct-gsm8k-crpo-no-branch-n16-new - val-core/GSM8K/reward/mean@1","qwen2.5-0.5b-instruct-gsm8k-crpo-no-branch-n16-new - val-core/GSM8K/reward/mean@1__MIN","qwen2.5-0.5b-instruct-gsm8k-crpo-no-branch-n16-new - val-core/GSM8K/reward/mean@1__MAX","qwen2.5-0.5b-instruct-gsm8k-crpo-no-branch - val-core/GSM8K/reward/mean@1","qwen2.5-0.5b-instruct-gsm8k-crpo-no-branch - val-core/GSM8K/reward/mean@1__MIN","qwen2.5-0.5b-instruct-gsm8k-crpo-no-branch - val-core/GSM8K/reward/mean@1__MAX"
"50","0.5216072782410918","0.5216072782410918","0.5216072782410918","0.5193328278999242","0.5193328278999242","0.5193328278999242","0.5519332827899924","0.5519332827899924","0.5519332827899924","0.5261561789234268","0.5261561789234268","0.5261561789234268","0.5170583775587566","0.5170583775587566","0.5170583775587566"
"55","0.5390447308567097","0.5390447308567097","0.5390447308567097","0.5284306292645944","0.5284306292645944","0.5284306292645944","0.5595147839272175","0.5595147839272175","0.5595147839272175","0.533737680060652","0.533737680060652","0.533737680060652","0.5041698256254739","0.5041698256254739","0.5041698256254739"
"60","0.5367702805155421","0.5367702805155421","0.5367702805155421","0.5398028809704322","0.5398028809704322","0.5398028809704322","0.5526914329037149","0.5526914329037149","0.5526914329037149","0.5390447308567097","0.5390447308567097","0.5390447308567097","0.5155420773313116","0.5155420773313116","0.5155420773313116"
"65","0.5511751326762699","0.5511751326762699","0.5511751326762699","0.5398028809704322","0.5398028809704322","0.5398028809704322","0.5496588324488249","0.5496588324488249","0.5496588324488249","0.5367702805155421","0.5367702805155421","0.5367702805155421","0.5238817285822593","0.5238817285822593","0.5238817285822593"
"70","0.5564821834723275","0.5564821834723275","0.5564821834723275","0.5451099317664898","0.5451099317664898","0.5451099317664898","0.5473843821076573","0.5473843821076573","0.5473843821076573","0.533737680060652","0.533737680060652","0.533737680060652","0.5140257771038665","0.5140257771038665","0.5140257771038665"
"75","0.5496588324488249","0.5496588324488249","0.5496588324488249","0.5489006823351024","0.5489006823351024","0.5489006823351024","0.55420773313116","0.55420773313116","0.55420773313116","0.5549658832448825","0.5549658832448825","0.5549658832448825","0.5246398786959818","0.5246398786959818","0.5246398786959818"
"80","0.5670962850644428","0.5670962850644428","0.5670962850644428","0.5511751326762699","0.5511751326762699","0.5511751326762699","0.5595147839272175","0.5595147839272175","0.5595147839272175","0.5595147839272175","0.5595147839272175","0.5595147839272175","0.5299469294920395","0.5299469294920395","0.5299469294920395"
"85","0.5663381349507203","0.5663381349507203","0.5663381349507203","0.5655799848369977","0.5655799848369977","0.5655799848369977","0.555724033358605","0.555724033358605","0.555724033358605","0.5398028809704322","0.5398028809704322","0.5398028809704322","0.5375284306292646","0.5375284306292646","0.5375284306292646"
"90","0.5670962850644428","0.5670962850644428","0.5670962850644428","0.5572403335860501","0.5572403335860501","0.5572403335860501","0.5595147839272175","0.5595147839272175","0.5595147839272175","0.5390447308567097","0.5390447308567097","0.5390447308567097","0.5489006823351024","0.5489006823351024","0.5489006823351024"
"95","0.5625473843821076","0.5625473843821076","0.5625473843821076","0.5473843821076573","0.5473843821076573","0.5473843821076573","0.5731614859742229","0.5731614859742229","0.5731614859742229","0.5428354814253222","0.5428354814253222","0.5428354814253222","0.5564821834723275","0.5564821834723275","0.5564821834723275"
"100","0.5579984836997726","0.5579984836997726","0.5579984836997726","0.555724033358605","0.555724033358605","0.555724033358605","0.5686125852918877","0.5686125852918877","0.5686125852918877","0.5451099317664898","0.5451099317664898","0.5451099317664898","0.5640636846095527","0.5640636846095527","0.5640636846095527"
"105","0.5496588324488249","0.5496588324488249","0.5496588324488249","0.5625473843821076","0.5625473843821076","0.5625473843821076","0.5868081880212282","0.5868081880212282","0.5868081880212282","0.5466262319939348","0.5466262319939348","0.5466262319939348","0.555724033358605","0.555724033358605","0.555724033358605"
"110","0.5602729340409401","0.5602729340409401","0.5602729340409401","0.5648218347232752","0.5648218347232752","0.5648218347232752","0.576194086429113","0.576194086429113","0.576194086429113","0.5534495830174374","0.5534495830174374","0.5534495830174374","0.5602729340409401","0.5602729340409401","0.5602729340409401"
"115","0.5640636846095527","0.5640636846095527","0.5640636846095527","0.5739196360879454","0.5739196360879454","0.5739196360879454","0.576194086429113","0.576194086429113","0.576194086429113","0.5633055344958302","0.5633055344958302","0.5633055344958302","0.5602729340409401","0.5602729340409401","0.5602729340409401"
"120","0.5670962850644428","0.5670962850644428","0.5670962850644428","0.579226686884003","0.579226686884003","0.579226686884003","0.579226686884003","0.579226686884003","0.579226686884003","0.5602729340409401","0.5602729340409401","0.5602729340409401","0.5511751326762699","0.5511751326762699","0.5511751326762699"
"125","0.5693707354056103","0.5693707354056103","0.5693707354056103","0.5807429871114481","0.5807429871114481","0.5807429871114481","0.5830174374526156","0.5830174374526156","0.5830174374526156","0.5602729340409401","0.5602729340409401","0.5602729340409401","0.5701288855193328","0.5701288855193328","0.5701288855193328"
"130","0.5724033358605004","0.5724033358605004","0.5724033358605004","0.574677786201668","0.574677786201668","0.574677786201668","0.5739196360879454","0.5739196360879454","0.5739196360879454","0.5678544351781653","0.5678544351781653","0.5678544351781653","0.5663381349507203","0.5663381349507203","0.5663381349507203"
"135","0.5815011372251706","0.5815011372251706","0.5815011372251706","0.5799848369977255","0.5799848369977255","0.5799848369977255","0.5898407884761183","0.5898407884761183","0.5898407884761183","0.5610310841546626","0.5610310841546626","0.5610310841546626","0.5693707354056103","0.5693707354056103","0.5693707354056103"
"140","0.5860500379075056","0.5860500379075056","0.5860500379075056","0.5648218347232752","0.5648218347232752","0.5648218347232752","0.5617892342683851","0.5617892342683851","0.5617892342683851","0.5678544351781653","0.5678544351781653","0.5678544351781653","0.5693707354056103","0.5693707354056103","0.5693707354056103"
"145","0.5868081880212282","0.5868081880212282","0.5868081880212282","0.5663381349507203","0.5663381349507203","0.5663381349507203","0.5686125852918877","0.5686125852918877","0.5686125852918877","0.5754359363153905","0.5754359363153905","0.5754359363153905","0.5716451857467779","0.5716451857467779","0.5716451857467779"
"150","0.5830174374526156","0.5830174374526156","0.5830174374526156","0.5769522365428355","0.5769522365428355","0.5769522365428355","0.5754359363153905","0.5754359363153905","0.5754359363153905","0.5602729340409401","0.5602729340409401","0.5602729340409401","0.5701288855193328","0.5701288855193328","0.5701288855193328"
"155","0.5815011372251706","0.5815011372251706","0.5815011372251706","0.5845337376800607","0.5845337376800607","0.5845337376800607","0.5868081880212282","0.5868081880212282","0.5868081880212282","0.5739196360879454","0.5739196360879454","0.5739196360879454","0.5610310841546626","0.5610310841546626","0.5610310841546626"
"160","0.5875663381349507","0.5875663381349507","0.5875663381349507","0.5837755875663382","0.5837755875663382","0.5837755875663382","0.577710386656558","0.577710386656558","0.577710386656558","0.574677786201668","0.574677786201668","0.574677786201668","0.5701288855193328","0.5701288855193328","0.5701288855193328"
"165","0.5754359363153905","0.5754359363153905","0.5754359363153905","0.5807429871114481","0.5807429871114481","0.5807429871114481","0.5845337376800607","0.5845337376800607","0.5845337376800607","0.5663381349507203","0.5663381349507203","0.5663381349507203","0.5739196360879454","0.5739196360879454","0.5739196360879454"
"170","0.5913570887035633","0.5913570887035633","0.5913570887035633","0.5845337376800607","0.5845337376800607","0.5845337376800607","0.5784685367702805","0.5784685367702805","0.5784685367702805","0.5693707354056103","0.5693707354056103","0.5693707354056103","0.576194086429113","0.576194086429113","0.576194086429113"
"175","0.5890826383623957","0.5890826383623957","0.5890826383623957","0.5678544351781653","0.5678544351781653","0.5678544351781653","0.5928733889310084","0.5928733889310084","0.5928733889310084","0.574677786201668","0.574677786201668","0.574677786201668","0.5716451857467779","0.5716451857467779","0.5716451857467779"
"180","0.5936315390447309","0.5936315390447309","0.5936315390447309","0.577710386656558","0.577710386656558","0.577710386656558","0.5860500379075056","0.5860500379075056","0.5860500379075056","0.5807429871114481","0.5807429871114481","0.5807429871114481","0.5701288855193328","0.5701288855193328","0.5701288855193328"
"185","0.5754359363153905","0.5754359363153905","0.5754359363153905","0.5769522365428355","0.5769522365428355","0.5769522365428355","0.6004548900682335","0.6004548900682335","0.6004548900682335","0.5822592873388931","0.5822592873388931","0.5822592873388931","0.5693707354056103","0.5693707354056103","0.5693707354056103"
"190","0.5936315390447309","0.5936315390447309","0.5936315390447309","0.574677786201668","0.574677786201668","0.574677786201668","0.601213040181956","0.601213040181956","0.601213040181956","0.5716451857467779","0.5716451857467779","0.5716451857467779","0.5504169825625473","0.5504169825625473","0.5504169825625473"
"195","0.5883244882486732","0.5883244882486732","0.5883244882486732","0.579226686884003","0.579226686884003","0.579226686884003","0.601213040181956","0.601213040181956","0.601213040181956","0.5739196360879454","0.5739196360879454","0.5739196360879454","0.5640636846095527","0.5640636846095527","0.5640636846095527"
"200","0.5868081880212282","0.5868081880212282","0.5868081880212282","0.5784685367702805","0.5784685367702805","0.5784685367702805","0.5974222896133434","0.5974222896133434","0.5974222896133434","0.5716451857467779","0.5716451857467779","0.5716451857467779","0.5678544351781653","0.5678544351781653","0.5678544351781653"
"205","0.5943896891584534","0.5943896891584534","0.5943896891584534","0.5815011372251706","0.5815011372251706","0.5815011372251706","0.5898407884761183","0.5898407884761183","0.5898407884761183","0.576194086429113","0.576194086429113","0.576194086429113","0.5731614859742229","0.5731614859742229","0.5731614859742229"
"210","0.5852918877937832","0.5852918877937832","0.5852918877937832","0.5921152388172858","0.5921152388172858","0.5921152388172858","0.5966641394996209","0.5966641394996209","0.5966641394996209","0.5913570887035633","0.5913570887035633","0.5913570887035633","0.5640636846095527","0.5640636846095527","0.5640636846095527"
"215","0.5754359363153905","0.5754359363153905","0.5754359363153905","0.5845337376800607","0.5845337376800607","0.5845337376800607","0.6103108415466262","0.6103108415466262","0.6103108415466262","0.5799848369977255","0.5799848369977255","0.5799848369977255","0.5549658832448825","0.5549658832448825","0.5549658832448825"
"220","0.5890826383623957","0.5890826383623957","0.5890826383623957","0.5860500379075056","0.5860500379075056","0.5860500379075056","0.6057619408642911","0.6057619408642911","0.6057619408642911","0.5852918877937832","0.5852918877937832","0.5852918877937832","0.5526914329037149","0.5526914329037149","0.5526914329037149"
"225","0.6004548900682335","0.6004548900682335","0.6004548900682335","0.5883244882486732","0.5883244882486732","0.5883244882486732","0.6095526914329037","0.6095526914329037","0.6095526914329037","0.5807429871114481","0.5807429871114481","0.5807429871114481","0.555724033358605","0.555724033358605","0.555724033358605"
"230","0.5875663381349507","0.5875663381349507","0.5875663381349507","0.5784685367702805","0.5784685367702805","0.5784685367702805","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.5701288855193328","0.5701288855193328","0.5701288855193328","0.5579984836997726","0.5579984836997726","0.5579984836997726"
"235","0.5905989385898408","0.5905989385898408","0.5905989385898408","0.5830174374526156","0.5830174374526156","0.5830174374526156","0.6171341925701289","0.6171341925701289","0.6171341925701289","0.5670962850644428","0.5670962850644428","0.5670962850644428","0.5686125852918877","0.5686125852918877","0.5686125852918877"
"240","0.5989385898407885","0.5989385898407885","0.5989385898407885","0.5837755875663382","0.5837755875663382","0.5837755875663382","0.6080363912054587","0.6080363912054587","0.6080363912054587","0.5731614859742229","0.5731614859742229","0.5731614859742229","0.5822592873388931","0.5822592873388931","0.5822592873388931"
"245","0.6095526914329037","0.6095526914329037","0.6095526914329037","0.5799848369977255","0.5799848369977255","0.5799848369977255","0.6118271417740713","0.6118271417740713","0.6118271417740713","0.5648218347232752","0.5648218347232752","0.5648218347232752","0.5670962850644428","0.5670962850644428","0.5670962850644428"
"250","0.5959059893858984","0.5959059893858984","0.5959059893858984","0.579226686884003","0.579226686884003","0.579226686884003","0.6080363912054587","0.6080363912054587","0.6080363912054587","0.5815011372251706","0.5815011372251706","0.5815011372251706","0.5572403335860501","0.5572403335860501","0.5572403335860501"
"255","0.5981804397270659","0.5981804397270659","0.5981804397270659","0.576194086429113","0.576194086429113","0.576194086429113","0.5966641394996209","0.5966641394996209","0.5966641394996209","0.576194086429113","0.576194086429113","0.576194086429113","0.5617892342683851","0.5617892342683851","0.5617892342683851"
"260","0.6080363912054587","0.6080363912054587","0.6080363912054587","0.5784685367702805","0.5784685367702805","0.5784685367702805","0.6156178923426838","0.6156178923426838","0.6156178923426838","0.5784685367702805","0.5784685367702805","0.5784685367702805","0.558756633813495","0.558756633813495","0.558756633813495"
"265","0.6118271417740713","0.6118271417740713","0.6118271417740713","0.5913570887035633","0.5913570887035633","0.5913570887035633","0.6103108415466262","0.6103108415466262","0.6103108415466262","0.5875663381349507","0.5875663381349507","0.5875663381349507","0.5549658832448825","0.5549658832448825","0.5549658832448825"
"270","0.6095526914329037","0.6095526914329037","0.6095526914329037","0.5845337376800607","0.5845337376800607","0.5845337376800607","0.5921152388172858","0.5921152388172858","0.5921152388172858","0.5822592873388931","0.5822592873388931","0.5822592873388931","0.5428354814253222","0.5428354814253222","0.5428354814253222"
"275","0.621683093252464","0.621683093252464","0.621683093252464","0.5852918877937832","0.5852918877937832","0.5852918877937832","0.6050037907505686","0.6050037907505686","0.6050037907505686","0.5769522365428355","0.5769522365428355","0.5769522365428355","0.5473843821076573","0.5473843821076573","0.5473843821076573"
"280","0.6163760424564063","0.6163760424564063","0.6163760424564063","0.5905989385898408","0.5905989385898408","0.5905989385898408","0.6080363912054587","0.6080363912054587","0.6080363912054587","0.5739196360879454","0.5739196360879454","0.5739196360879454","0.5739196360879454","0.5739196360879454","0.5739196360879454"
"285","0.6156178923426838","0.6156178923426838","0.6156178923426838","0.5928733889310084","0.5928733889310084","0.5928733889310084","0.6087945413191812","0.6087945413191812","0.6087945413191812","0.577710386656558","0.577710386656558","0.577710386656558","0.5670962850644428","0.5670962850644428","0.5670962850644428"
"290","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.5921152388172858","0.5921152388172858","0.5921152388172858","0.6148597422289613","0.6148597422289613","0.6148597422289613","0.5883244882486732","0.5883244882486732","0.5883244882486732","0.5640636846095527","0.5640636846095527","0.5640636846095527"
"295","0.6125852918877938","0.6125852918877938","0.6125852918877938","0.5959059893858984","0.5959059893858984","0.5959059893858984","0.6087945413191812","0.6087945413191812","0.6087945413191812","0.5716451857467779","0.5716451857467779","0.5716451857467779","0.5701288855193328","0.5701288855193328","0.5701288855193328"
"300","0.6125852918877938","0.6125852918877938","0.6125852918877938","0.5921152388172858","0.5921152388172858","0.5921152388172858","0.6194086429112965","0.6194086429112965","0.6194086429112965","0.558756633813495","0.558756633813495","0.558756633813495","0.5655799848369977","0.5655799848369977","0.5655799848369977"
"305","0.6103108415466262","0.6103108415466262","0.6103108415466262","0.5974222896133434","0.5974222896133434","0.5974222896133434","0.6171341925701289","0.6171341925701289","0.6171341925701289","0.5731614859742229","0.5731614859742229","0.5731614859742229","0.5701288855193328","0.5701288855193328","0.5701288855193328"
"310","0.6163760424564063","0.6163760424564063","0.6163760424564063","0.6004548900682335","0.6004548900682335","0.6004548900682335","0.6110689916603488","0.6110689916603488","0.6110689916603488","0.5739196360879454","0.5739196360879454","0.5739196360879454","0.5716451857467779","0.5716451857467779","0.5716451857467779"
"315","0.620166793025019","0.620166793025019","0.620166793025019","0.5921152388172858","0.5921152388172858","0.5921152388172858","0.6103108415466262","0.6103108415466262","0.6103108415466262","0.5807429871114481","0.5807429871114481","0.5807429871114481","0.5663381349507203","0.5663381349507203","0.5663381349507203"
"320","0.6186504927975739","0.6186504927975739","0.6186504927975739","0.599696739954511","0.599696739954511","0.599696739954511","0.6194086429112965","0.6194086429112965","0.6194086429112965","0.574677786201668","0.574677786201668","0.574677786201668","0.5799848369977255","0.5799848369977255","0.5799848369977255"
"325","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.6004548900682335","0.6004548900682335","0.6004548900682335","0.6194086429112965","0.6194086429112965","0.6194086429112965","0.5731614859742229","0.5731614859742229","0.5731614859742229","0.577710386656558","0.577710386656558","0.577710386656558"
"330","0.6148597422289613","0.6148597422289613","0.6148597422289613","0.6019711902956786","0.6019711902956786","0.6019711902956786","0.6254738438210766","0.6254738438210766","0.6254738438210766","0.5815011372251706","0.5815011372251706","0.5815011372251706","0.5943896891584534","0.5943896891584534","0.5943896891584534"
"335","0.6292645943896892","0.6292645943896892","0.6292645943896892","0.5921152388172858","0.5921152388172858","0.5921152388172858","0.6277482941622441","0.6277482941622441","0.6277482941622441","0.5928733889310084","0.5928733889310084","0.5928733889310084","0.5905989385898408","0.5905989385898408","0.5905989385898408"
"340","0.6262319939347991","0.6262319939347991","0.6262319939347991","0.6072782410917361","0.6072782410917361","0.6072782410917361","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.601213040181956","0.601213040181956","0.601213040181956","0.5890826383623957","0.5890826383623957","0.5890826383623957"
"345","0.6209249431387415","0.6209249431387415","0.6209249431387415","0.5913570887035633","0.5913570887035633","0.5913570887035633","0.6027293404094011","0.6027293404094011","0.6027293404094011","0.5928733889310084","0.5928733889310084","0.5928733889310084","0.5936315390447309","0.5936315390447309","0.5936315390447309"
"350","0.621683093252464","0.621683093252464","0.621683093252464","0.6057619408642911","0.6057619408642911","0.6057619408642911","0.604245640636846","0.604245640636846","0.604245640636846","0.5943896891584534","0.5943896891584534","0.5943896891584534","0.5852918877937832","0.5852918877937832","0.5852918877937832"
"355","0.6186504927975739","0.6186504927975739","0.6186504927975739","0.6019711902956786","0.6019711902956786","0.6019711902956786","0.6110689916603488","0.6110689916603488","0.6110689916603488","0.5921152388172858","0.5921152388172858","0.5921152388172858","0.5883244882486732","0.5883244882486732","0.5883244882486732"
"360","0.6224412433661866","0.6224412433661866","0.6224412433661866","0.6118271417740713","0.6118271417740713","0.6118271417740713","0.623199393479909","0.623199393479909","0.623199393479909","0.5951478392721758","0.5951478392721758","0.5951478392721758","0.6004548900682335","0.6004548900682335","0.6004548900682335"
"365","0.6178923426838514","0.6178923426838514","0.6178923426838514","0.6019711902956786","0.6019711902956786","0.6019711902956786","0.6209249431387415","0.6209249431387415","0.6209249431387415","0.5868081880212282","0.5868081880212282","0.5868081880212282","0.5913570887035633","0.5913570887035633","0.5913570887035633"
"370","0.6110689916603488","0.6110689916603488","0.6110689916603488","0.6027293404094011","0.6027293404094011","0.6027293404094011","0.6080363912054587","0.6080363912054587","0.6080363912054587","0.5959059893858984","0.5959059893858984","0.5959059893858984","0.5875663381349507","0.5875663381349507","0.5875663381349507"
"375","0.6186504927975739","0.6186504927975739","0.6186504927975739","0.5989385898407885","0.5989385898407885","0.5989385898407885","0.6095526914329037","0.6095526914329037","0.6095526914329037","0.5898407884761183","0.5898407884761183","0.5898407884761183","0.5928733889310084","0.5928733889310084","0.5928733889310084"
"380","0.620166793025019","0.620166793025019","0.620166793025019","0.6080363912054587","0.6080363912054587","0.6080363912054587","0.6178923426838514","0.6178923426838514","0.6178923426838514","0.5905989385898408","0.5905989385898408","0.5905989385898408","0.5852918877937832","0.5852918877937832","0.5852918877937832"
"385","0.6277482941622441","0.6277482941622441","0.6277482941622441","0.6065200909780136","0.6065200909780136","0.6065200909780136","0.6095526914329037","0.6095526914329037","0.6095526914329037","0.6080363912054587","0.6080363912054587","0.6080363912054587","0.579226686884003","0.579226686884003","0.579226686884003"
"390","0.6194086429112965","0.6194086429112965","0.6194086429112965","0.6050037907505686","0.6050037907505686","0.6050037907505686","0.6087945413191812","0.6087945413191812","0.6087945413191812","0.599696739954511","0.599696739954511","0.599696739954511","0.5951478392721758","0.5951478392721758","0.5951478392721758"
"395","0.6262319939347991","0.6262319939347991","0.6262319939347991","0.6095526914329037","0.6095526914329037","0.6095526914329037","0.624715693707354","0.624715693707354","0.624715693707354","0.5913570887035633","0.5913570887035633","0.5913570887035633","0.6072782410917361","0.6072782410917361","0.6072782410917361"
"400","0.620166793025019","0.620166793025019","0.620166793025019","0.6156178923426838","0.6156178923426838","0.6156178923426838","0.623199393479909","0.623199393479909","0.623199393479909","0.5966641394996209","0.5966641394996209","0.5966641394996209","0.5959059893858984","0.5959059893858984","0.5959059893858984"
"405","0.6171341925701289","0.6171341925701289","0.6171341925701289","0.6004548900682335","0.6004548900682335","0.6004548900682335","0.6285064442759667","0.6285064442759667","0.6285064442759667","0.5898407884761183","0.5898407884761183","0.5898407884761183","0.5913570887035633","0.5913570887035633","0.5913570887035633"
"410","0.623199393479909","0.623199393479909","0.623199393479909","0.6118271417740713","0.6118271417740713","0.6118271417740713","0.6315390447308568","0.6315390447308568","0.6315390447308568","0.6057619408642911","0.6057619408642911","0.6057619408642911","0.5837755875663382","0.5837755875663382","0.5837755875663382"
"415","0.6345716451857468","0.6345716451857468","0.6345716451857468","0.5989385898407885","0.5989385898407885","0.5989385898407885","0.6269901440485216","0.6269901440485216","0.6269901440485216","0.5959059893858984","0.5959059893858984","0.5959059893858984","0.5981804397270659","0.5981804397270659","0.5981804397270659"
"420","0.6360879454131918","0.6360879454131918","0.6360879454131918","0.6224412433661866","0.6224412433661866","0.6224412433661866","0.6186504927975739","0.6186504927975739","0.6186504927975739","0.5959059893858984","0.5959059893858984","0.5959059893858984","0.6004548900682335","0.6004548900682335","0.6004548900682335"
"425","0.6383623957543594","0.6383623957543594","0.6383623957543594","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.5921152388172858","0.5921152388172858","0.5921152388172858","0.6103108415466262","0.6103108415466262","0.6103108415466262"
"430","0.6338134950720242","0.6338134950720242","0.6338134950720242","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.6057619408642911","0.6057619408642911","0.6057619408642911","0.6034874905231236","0.6034874905231236","0.6034874905231236","0.6163760424564063","0.6163760424564063","0.6163760424564063"
"435","0.6277482941622441","0.6277482941622441","0.6277482941622441","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.6087945413191812","0.6087945413191812","0.6087945413191812","0.6103108415466262","0.6103108415466262","0.6103108415466262","0.601213040181956","0.601213040181956","0.601213040181956"
